Accepted Symbol,Scientific Name,Common Name,State and Province,Duration,Growth Hit,Native Status,Invasive,Image Gallery,Active Growth Period,After Harvest Regrowth Rate,Flower Color,Flower Conspicuous,Fruit Color,Fruit Conspicuous,Growth Rate,"Height, Mature (feet)",Lifespan,Toxicity,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Drought Tolerance,Moisture Use,Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End
SANI,Salix nigra,black willow,"[AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV]",Perennial,Tree,Native,,Photo,Spring and Summer,,,No,,No,Rapid,100,Short,None,Yes,Yes,Yes,Low,High,80,32,Medium,Intolerant,Early Spring,Spring,Summer
SANIC4,Sambucus nigra ssp. canadensis,American black elderberry,", [AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, PW, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Blue,Yes,Rapid,7.0,Moderate,None,No,Yes,No,Medium,Medium,60,16,None,Intolerant,Spring,Spring,Summer
SANIC5,Sambucus nigra ssp. cerulea,blue elderberry,"[AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Black,Yes,Rapid,23,Moderate,Moderate,Yes,Yes,No,High,Low,60,12,None,Intermediate,Spring,Summer,Fall
SAOF,Saccharum officinarum,sugarcane,"[AL, FL, LA, MS, PW, TX]",Perennial,Graminoid,Introduced,,Photo,Spring and Summer,Rapid,White,No,Brown,Yes,Rapid,12,Moderate,None,Yes,Yes,Yes,High,Medium,80,24,Medium,Intermediate,Late Winter,Winter,Spring
SAOF4,Saponaria officinalis,bouncingbet,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Introduced,"Cal-IPC, KY, NE&GP, STATE, WSWS",Photo,Spring and Summer,,Purple,Yes,Brown,No,Moderate,2.2,Moderate,Slight,Yes,Yes,No,High,Medium,45,10,None,Intermediate,Late Spring,Summer,Summer
SAPA,Sabal palmetto,cabbage palmetto,"[AL, FL, GA, LA, MS, NC, SC, TX]",Perennial,Tree,Native,,Photo,Spring and Summer,,White,Yes,Black,Yes,Slow,90,Moderate,None,Yes,Yes,Yes,Low,Medium,70,18,Medium,Tolerant,Summer,Fall,Winter
SAPE4,Salix pentandra,laurel willow,"[AK, CO, CT, DC, IA, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WI, WY]",Perennial,Tree,Introduced,,Photo,Spring and Summer,,Yellow,Yes,Brown,No,Rapid,60,Long,None,No,Yes,Yes,Low,High,60,12,None,Intermediate,Summer,Spring,Fall
SAPL2,Salix planifolia,diamondleaf willow,"[AK, AZ, CA, CO, ID, ME, MI, MN, MT, NH, NM, NV, OR, SD, UT, VT, WA, WI, WY]",Perennial,"Tree, Subshrub, Shrub",Native,,Photo,Spring and Summer,,Green,No,Green,No,Rapid,8.0,Moderate,None,Yes,Yes,No,Low,Medium,60,16,None,Intolerant,Late Spring,Spring,Summer
SAPU2,Salix purpurea,purpleosier willow,"[CO, CT, DC, DE, GA, IA, IL, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, PA, RI, VA, VT, WA, WI, WV]",Perennial,"Tree, Shrub",Introduced,,Photo,Spring and Summer,,Yellow,No,,No,Rapid,11,Long,None,Yes,Yes,Yes,Low,High,65,25,Low,Intolerant,,,
SARAR3,Sambucus racemosa var. racemosa,red elderberry,"[AK, AZ, CA, CO, CT, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY]",Perennial,"Shrub, Tree",Native,,Photo,Spring and Summer,,White,Yes,Red,Yes,Moderate,18,Moderate,None,No,Yes,Yes,Low,High,60,24,None,Intermediate,Mid Summer,Summer,Fall
SARE2,Salix reticulata,netleaf willow,[AK],Perennial,"Subshrub, Shrub",Native,,Photo,Spring,,Purple,No,Red,No,Moderate,0.2,Short,Slight,Yes,Yes,Yes,Low,,120,12,None,,Early Summer,,
SARU,Salicornia rubra,red swampfire,"[AK, CA, CO, CT, IA, ID, KS, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]",Annual,"Subshrub, Forb/herb",Native,,Photo,Summer and Fall,Slow,Green,No,Yellow,No,Rapid,1.0,,None,Yes,Yes,No,Low,Medium,14,6,High,Intolerant,Mid Summer,Summer,Fall
SASAD,Sapindus saponaria var. drummondii,western soapberry,"[AR, AZ, CO, KS, LA, MO, NM, OK, TX]",Perennial,"Tree, Shrub",Native,,Photo,Summer,,White,Yes,Yellow,Yes,Moderate,20,Long,Moderate,Yes,Yes,Yes,High,Low,15,12,None,Intolerant,Spring,Summer,Summer
SASC,Salix scouleriana,Scouler's willow,"[AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Yellow,Yes,Brown,No,Rapid,50,Moderate,None,Yes,Yes,Yes,Medium,High,40,12,Low,Intermediate,Early Spring,Spring,Spring
SASE,Salix sericea,silky willow,"[AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV]",Perennial,"Shrub, Tree",Native,,Photo,Spring and Summer,,Green,No,Brown,No,Rapid,12,Moderate,None,Yes,Yes,Yes,Low,High,55,18,None,Intermediate,Mid Spring,Spring,Spring
SASI2,Salix sitchensis,Sitka willow,"[AK, CA, ID, MT, OR, WA]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,No,,No,Rapid,23,Moderate,None,Yes,Yes,Yes,Medium,High,60,24,None,Intolerant,,,
SAST,Sacciolepis striata,American cupscale,"[AL, AR, DE, FL, GA, LA, MA, MD, ME, MO, MS, NC, NJ, OK, SC, TN, TX, VA]",Perennial,Graminoid,Native,,Photo,Summer,Moderate,Purple,No,Purple,No,Moderate,3.0,Short,None,No,Yes,Yes,Medium,Low,79,12,Low,Intolerant,Early Summer,Summer,Fall
SAVE4,Sarcobatus vermiculatus,greasewood,"[AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, TX, UT, WA, WY]",Perennial,Shrub,Native,WSWS,Photo,Summer,,Green,No,Red,Yes,Rapid,10,Long,Moderate,No,Yes,Yes,High,Low,13,12,High,Intolerant,Spring,Summer,Summer
SCACA,Schoenoplectus acutus var. acutus,hardstem bulrush,"[AK, AR, CO, CT, IA, ID, IL, IN, KS, KY, MA, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Green,No,Black,No,Moderate,9.8,Long,None,No,Yes,Yes,Medium,High,60,14,Low,Intolerant,Late Spring,Spring,Fall
SCAT2,Scirpus atrovirens,green bulrush,"[AL, AR, AZ, CT, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV]",Perennial,Graminoid,Native,,Photo,Spring,Slow,Brown,No,Brown,No,Moderate,5.9,Long,None,No,Yes,Yes,Low,Medium,60,12,None,Intolerant,Summer,Summer,Fall
SCCA11,Schoenoplectus californicus,California bulrush,"[AL, AR, AZ, CA, FL, GA, HI, IL, KS, LA, MS, NM, OK, OR, SC, TN, TX]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Brown,No,Brown,No,Moderate,6.6,Long,None,No,Yes,Yes,Low,High,60,14,Low,Intolerant,Late Spring,Spring,Fall
SCCY,Scirpus cyperinus,woolgrass,"[AL, AR, CA, CT, DC, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring,Slow,Green,No,Yellow,Yes,Moderate,4.9,Long,None,Yes,Yes,Yes,Low,High,60,12,None,Intermediate,Late Summer,Summer,Fall
SCFE,Scolochloa festucacea,common rivergrass,"[AK, IA, ID, KS, MN, MT, ND, NE, OR, SD, WY]",Perennial,Graminoid,Native,,,Spring and Summer,,Green,No,,No,Moderate,4.9,Moderate,None,No,Yes,Yes,Low,High,35,16,None,Intolerant,Late Summer,Spring,Summer
SCGE2,Scirpus georgianus,Georgia bulrush,"[AL, AR, CT, DC, DE, GA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Yellow,No,Brown,No,Moderate,4.5,Moderate,None,No,Yes,Yes,Low,Medium,55,9,None,Intermediate,Early Summer,Summer,Summer
SCPA8,Scirpus pallidus,cloaked bulrush,"[AZ, CO, IA, ID, KS, MN, MO, MT, ND, NE, NJ, NM, NY, OK, OR, PA, SD, TX, UT, WA, WI, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Red,No,White,No,Rapid,5.0,Long,None,Yes,Yes,Yes,Low,Medium,28,10,None,Intolerant,Late Spring,Summer,Summer
SCPR4,Schedonorus pratensis,meadow fescue,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Introduced,,,,,,,,,,,,,,,,,,,,,,,,
SCPR4,Lolium pratense,,,,,,,Photo,Summer and Fall,Slow,Yellow,No,Brown,No,Moderate,2.0,Short,None,No,Yes,No,Medium,Medium,50,12,Low,Intermediate,Early Summer,Summer,Fall
SCSC,Schizachyrium scoparium,little bluestem,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Summer and Fall,Moderate,Yellow,No,Brown,No,Moderate,3.0,Long,None,Yes,Yes,Yes,High,Low,45,14,None,Intolerant,Summer,Summer,Fall
SCSE6,Scaevola sericea,beach naupaka,"[FL, HI, PW, UM]",Perennial,Shrub,Native,FLEPPC,Photo,Year Round,,White,Yes,White,No,Moderate,10,Long,None,Yes,Yes,Yes,High,Low,150,20,High,Intermediate,Indeterminate,Year Round,Year Round
SCTE,Schinus terebinthifolius,Brazilian peppertree,"[AL, CA, FL, HI, TX, UM]",Perennial,"Tree, Shrub",Introduced,"Cal-IPC, FLEPPC, HEAR, STATE",Photo,Year Round,,White,Yes,Red,Yes,Moderate,30,Moderate,None,Yes,Yes,Yes,Low,High,40,12,None,Intolerant,Summer,Summer,Winter
SECE,Secale cereale,cereal rye,"[AK, AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WY]",Annual,Graminoid,Introduced,"STATE, SWSS, WSWS",Photo,"Spring, Summer, Fall",Slow,Yellow,No,Brown,No,Rapid,3.5,,None,Yes,Yes,No,Medium,High,50,8,Medium,Intolerant,Early Spring,Spring,Summer
SEGI2,Sequoiadendron giganteum,giant sequoia,[CA],Perennial,Tree,Native,,Photo,Spring and Summer,,Green,No,Brown,No,Slow,200,Long,None,Yes,Yes,No,Medium,Medium,55,40,None,Intolerant,Mid Spring,Fall,Summer
SEGR5,Sesbania grandiflora,vegetable hummingbird,"[FL, PW, UM]",Perennial,"Shrub, Tree",Introduced,,Photo,Year Round,,White,No,Brown,No,Rapid,20,Moderate,None,Yes,Yes,Yes,High,Low,60,24,Medium,Intermediate,Spring,Spring,Summer
SEIN2,Senecio integerrimus,lambstongue ragwort,"[CA, CO, IA, ID, KS, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]","Biennial, Perennial",Forb/herb,Native,,Photo,Spring and Summer,Slow,Yellow,Yes,Brown,No,Moderate,1.1,Moderate,Moderate,Yes,Yes,Yes,Low,Medium,24,14,Low,Intermediate,Mid Spring,Summer,Summer
SEIT,Setaria italica,foxtail millet,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY]",Annual,Graminoid,Introduced,SEEPPC,Photo,Spring and Summer,,White,No,Brown,Yes,Rapid,5.0,,None,No,Yes,Yes,Low,Low,60,8,Low,Intolerant,Summer,Fall,Winter
SEMA11,Senna marilandica,Maryland senna,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,Slow,Yellow,Yes,Brown,No,Rapid,6.6,Moderate,None,Yes,Yes,No,Medium,Low,60,12,None,Intermediate,Summer,Summer,Fall
SERE2,Serenoa repens,saw palmetto,"[AL, FL, GA, LA, MS, SC, TX]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,No,Black,No,Slow,7.0,Long,None,Yes,Yes,Yes,High,High,80,18,None,Tolerant,Late Spring,Summer,Fall
SESE3,Sequoia sempervirens,redwood,"[CA, OR]",Perennial,Tree,Native,,Photo,Spring and Summer,,Yellow,No,Brown,Yes,Rapid,250,Long,None,Yes,Yes,No,Low,Medium,200,40,None,Tolerant,Fall,Spring,Fall
SETR,Senecio triangularis,arrowleaf ragwort,"[AK, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Summer and Fall,Slow,Yellow,Yes,Brown,No,Moderate,4.0,Long,None,No,Yes,Yes,Low,High,60,10,None,Intermediate,Mid Summer,Fall,Fall
SEVA4,Securigera varia,crownvetch,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,"Forb/herb, Vine",Introduced,,Photo,,,,,,,,,,,,,,,,,,,,,,
SEVA4,Coronilla varia,,,,,,"SEEPPC, WI",Photo,Spring and Summer,Slow,Purple,Yes,Red,No,Moderate,3.0,Long,None,Yes,Yes,No,High,Medium,65,12,None,Intermediate,Late Spring,Spring,Summer
SEVU,Senecio vulgaris,old-man-in-the-Spring,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]","Annual, Biennial",Forb/herb,Introduced,"N'EAST, SEEPPC, STATE, WSWS",Photo,Spring and Summer,Slow,Yellow,No,Brown,No,Rapid,1.5,,Slight,Yes,Yes,Yes,Medium,Medium,55,8,None,Intolerant,Early Spring,Spring,Summer
SEVU2,Setaria vulpiseta,plains bristlegrass,"[AZ, CO, MS, NM, TX]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Moderate,Yellow,No,Brown,No,Moderate,3.0,Moderate,None,No,Yes,No,Medium,Medium,24,18,None,Intermediate,Early Summer,Summer,Fall
SHAR,Shepherdia argentea,silver buffaloberry,"[AZ, CA, CO, IA, ID, KS, MI, MN, MT, ND, NE, NM, NV, NY, OR, SD, UT, WI, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Yellow,Yes,Red,Yes,Rapid,18,Moderate,None,Yes,Yes,No,Medium,Medium,20,24,High,Intermediate,Late Spring,Summer,Fall
SHCA,Shepherdia canadensis,russet buffaloberry,"[AK, AZ, CA, CO, ID, IL, IN, ME, MI, MN, MT, ND, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WY]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Yellow,Yes,Yellow,Yes,Rapid,6.0,Moderate,None,Yes,Yes,No,High,Medium,30,24,Medium,Intermediate,Late Spring,Summer,Fall
SIAN3,Sisyrinchium angustifolium,narrowleaf blue-eyed grass,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Blue,Yes,Black,No,Moderate,2.0,Short,None,No,Yes,Yes,Low,Medium,60,4,None,Intermediate,Mid Spring,Spring,Summer
SICH,Simmondsia chinensis,jojoba,"[AZ, CA, UT]",Perennial,Shrub,Native,,Photo,Summer and Fall,,Yellow,No,Brown,Yes,Moderate,7.0,Long,None,Yes,Yes,No,High,Low,10,12,High,Intolerant,Late Spring,Summer,Fall
SIID,Sisyrinchium idahoense,Idaho blue-eyed grass,"[AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Blue,Yes,Brown,No,Moderate,1.7,Moderate,None,Yes,Yes,Yes,Low,High,32,8,None,Tolerant,Mid Spring,Spring,Summer
SILY,Sideroxylon lycioides,buckthorn bully,"[AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, SC, TN, TX, VA, WV]",Perennial,"Tree, Shrub",Native,,Photo,"Spring, Summer, Fall",,White,No,Black,Yes,Rapid,9.8,Short,Severe,Yes,No,No,High,Low,51,24,None,Tolerant,Early Summer,Fall,Fall
SINE3,Sidalcea neomexicana,salt spring checkerbloom,"[AZ, CA, CO, ID, NE, NM, NV, OR, TX, UT, WY]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,Slow,Purple,Yes,Brown,No,Moderate,2.5,Moderate,None,No,Yes,Yes,Low,High,28,12,None,Tolerant,Mid Spring,Summer,Summer
SIPE2,Silphium perfoliatum,cup plant,"[AL, AR, CT, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, PA, SD, TN, VA, VT, WI, WV]",Perennial,Forb/herb,Native,STATE,Photo,Summer,,Yellow,Yes,Brown,No,Rapid,6.0,,None,Yes,Yes,Yes,Low,,51,,,Intermediate,Late Summer,,
SMBO2,Smilax bona-nox,saw greenbrier,"[AL, AR, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA]",Perennial,"Shrub, Vine",Native,,Photo,Spring and Summer,,Green,No,Black,Yes,Rapid,4.0,Moderate,None,Yes,Yes,Yes,Medium,Medium,60,12,None,Tolerant,Spring,Spring,Fall
SMGL,Smilax glauca,cat greenbrier,"[AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV, WY]",Perennial,"Shrub, Vine",Native,,Photo,Spring and Summer,,Green,No,Black,Yes,Rapid,1.0,Long,None,Yes,Yes,Yes,Medium,Medium,60,12,None,Tolerant,Spring,Spring,Fall
SMLA,Smilax laurifolia,laurel greenbrier,"[AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, OK, SC, TN, TX, VA]",Perennial,"Shrub, Vine",Native,,Photo,Spring and Summer,,Green,No,Black,Yes,Rapid,1.0,Long,None,Yes,Yes,Yes,Low,High,60,12,None,Tolerant,Late Summer,Fall,Fall
SMRO,Smilax rotundifolia,roundleaf greenbrier,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WV]",Perennial,"Vine, Shrub",Native,N'EAST,Photo,Summer,,White,No,Brown,No,Slow,1.0,Moderate,None,No,Yes,No,Medium,Medium,60,12,None,Intolerant,Spring,Spring,Summer
SMSM,Smilax smallii,lanceleaf greenbrier,"[AL, AR, FL, GA, LA, MS, NC, OK, SC, TX, VA]",Perennial,"Shrub, Vine",Native,,Photo,Spring and Summer,,Green,No,Black,Yes,Rapid,1.0,Long,None,Yes,Yes,Yes,Low,Medium,60,12,None,Tolerant,Spring,Summer,Fall
SMWA,Smilax walteri,coral greenbrier,"[AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, SC, TN, TX, VA]",Perennial,"Shrub, Vine",Native,,Photo,Spring and Summer,,Green,No,Red,Yes,Rapid,1.0,Long,None,Yes,Yes,Yes,Low,High,60,12,None,Tolerant,Spring,Summer,Fall
SOAM3,Sorbus americana,American mountain ash,"[CT, GA, IL, MA, MD, ME, MI, MN, NC, NH, NJ, NY, PA, RI, SC, TN, VA, VT, WI, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Orange,Yes,Moderate,40,Moderate,None,Yes,Yes,Yes,Low,Medium,60,28,None,Intermediate,Early Summer,Summer,Fall
SOAU,Sorbus aucuparia,European mountain ash,"[AK, CA, CO, CT, DC, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, RI, SC, UT, VT, WA, WI, WV, WY]",Perennial,"Tree, Shrub",Introduced,,Photo,Spring and Summer,,White,Yes,Orange,Yes,Rapid,40,Moderate,None,Yes,Yes,No,Low,Medium,60,28,None,Intermediate,Late Spring,Summer,Fall
SOBI2,Sorghum bicolor,sorghum,"[AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WY]",Annual,Graminoid,Introduced,"N'EAST, NE&GP, STATE, SWSS",Photo,Summer and Fall,Rapid,Brown,No,Brown,Yes,Rapid,4.0,,Moderate,Yes,Yes,Yes,High,Medium,60,12,Medium,Intolerant,Late Summer,Summer,Fall
SOCA4,Solidago caesia,wreath goldenrod,"[AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Yellow,Yes,Brown,No,Moderate,3.0,Short,None,No,Yes,Yes,Low,Medium,50,8,None,Intermediate,Late Spring,Summer,Fall
SOCA6,Solidago canadensis,Canada goldenrod,"[AK, AR, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Native,"N'EAST, WSWS",Photo,Spring and Summer,Moderate,Yellow,Yes,Brown,No,Rapid,3.5,Long,None,Yes,Yes,Yes,Medium,Medium,60,12,None,Intolerant,Late Summer,Summer,Fall
SODE3,Sorbus decora,northern mountain ash,"[CT, IA, IL, IN, MA, ME, MI, MN, NH, NY, OH, PA, VT, WI]",Perennial,"Tree, Shrub",Native,,Photo,Summer and Fall,,White,Yes,Red,Yes,Slow,40,Short,Slight,No,No,Yes,Low,Low,51,36,None,Tolerant,Early Summer,Fall,Fall
SOFI,Solidago fistulosa,pine barren goldenrod,"[AL, DE, FL, GA, LA, MD, MS, NC, NJ, SC, VA]",Perennial,Forb/herb,Native,,Photo,Summer and Fall,Slow,Yellow,Yes,White,No,Moderate,6.6,Short,None,Yes,Yes,Yes,Low,High,65,6,None,Tolerant,Late Summer,Fall,Fall
SOFL2,Solidago flexicaulis,zigzag goldenrod,"[AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV]",Perennial,Forb/herb,Native,,Photo,"Spring, Summer, Fall",Slow,Yellow,Yes,Brown,No,Moderate,3.0,Short,None,No,Yes,No,Medium,Medium,55,8,None,Intermediate,Late Summer,Summer,Fall
SOGI,Solidago gigantea,giant goldenrod,"[AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Native,,Photo,Summer,Slow,Yellow,Yes,Brown,No,Moderate,8.2,Moderate,None,No,Yes,Yes,Medium,Medium,50,16,None,Intermediate,Indeterminate,Summer,Fall
SOHA,Sorghum halepense,Johnsongrass," [AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Introduced,"KY, N'EAST, NE&GP, SEEPPC, STATE, SWSS, WSWS",Photo,Summer and Fall,Rapid,Yellow,No,Brown,Yes,Rapid,3.5,Long,Slight,Yes,Yes,Yes,Low,High,60,10,Low,Intolerant,Late Summer,Summer,Fall
SOME,Solanum melongena,eggplant,"[FL, LA, MA, MS, PA, PW]",Perennial,"Subshrub, Forb/herb",Introduced,,Photo,Year Round,,,No,Purple,Yes,Rapid,4.0,Short,Slight,Yes,Yes,No,Low,High,80,24,Low,Intermediate,Indeterminate,Year Round,Year Round
SOMI2,Solidago missouriensis,Missouri goldenrod,"[AR, AZ, CO, IA, ID, IL, IN, KS, KY, MD, MI, MN, MO, MS, MT, ND, NE, NJ, NM, NV, OK, OR, SD, TN, TX, UT, WA, WI, WY]",Perennial,Forb/herb,Native,NE&GP,Photo,"Spring, Summer, Fall",Slow,Yellow,Yes,Brown,No,Moderate,3.0,Short,None,Yes,Yes,No,High,Low,35,8,Low,Intermediate,Late Summer,Summer,Fall
